degree	metaedge_side	metaedge	side	square
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
12	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
15	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
12	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
12	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
18	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
13	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
18	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
23	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
17	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
18	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
16	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
12	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
16	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
12	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
13	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
13	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
15	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
16	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
12	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
15	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
13	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
15	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
13	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
12	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
12	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
16	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
12	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
19	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
18	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
17	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
20	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
13	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
10	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
12	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
15	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
16	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
9	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
16	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
18	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
16	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
13	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
15	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
6	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
19	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
2	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
16	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
13	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
1	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
4	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
11	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
16	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
12	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
21	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
5	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
7	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
14	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
8	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
3	"Anatomy←
upregulates←
Gene"	AuG	target	FALSE
